song,artist,play_count,song_length,album,genre,track_year
Crush,Avril Lavigne,31,213.67,Head Above Water,Pop,2019
Hand Me Down,Matchbox Twenty,31,302.881,More Than You Think You Are (Deluxe Version),Rock,2002
Replay,Lady Gaga,31,186.744,Chromatica,Pop,2020
the last great american dynasty,Taylor Swift,31,232.408,folklore (deluxe version),Pop,2020
You Da One,Rihanna,31,200.063,Talk That Talk (Deluxe),Pop,2011
Bad Day,Daniel Powter,31,233.987,Daniel Powter,Rock,2005
Wake Me Up When September Ends,Green Day,31,285.823,American Idiot,Alternative,2004
Over You,Daughtry,31,204.916,Daughtry,Rock,2006
Empathy,Alanis Morissette,31,240.465,Havoc and Bright Lights,Alternative,2012
My Life,Imagine Dragons,31,224.573,Mercury - Act 1,Alternative,2021
Pressure Machine,The Killers,31,284.769,Pressure Machine,Rock,2021
Sleepwalker,The Killers,31,245.016,Pressure Machine,Rock,2021
Bad For Me (feat. Teddy Swims),Meghan Trainor,31,213.355,Takin' It Back,Pop,NULL
Daisies,Katy Perry,30,174.381,Smile,Pop,2020
Bed (feat. Ariana Grande),Nicki Minaj,30,189.59,Queen,Hip-Hop/Rap,2018
Ever the Same,Rob Thomas,30,256.65,Something To Be (Deluxe),Pop,2005
Domino,Jessie J,30,231.758,Who You Are (Platinum Edition),Pop,2011
Have to Stay,Dido,30,163.956,Still on My Mind (Deluxe Edition),Pop,2019
Fashion of His Love,Lady Gaga,30,219.173,Born This Way,Pop,2011
Gypsy,Lady Gaga,30,248.755,ARTPOP,Pop,2013
What Makes A Woman,Katy Perry,30,131.332,Smile,Pop,2020
Meet Me Halfway,Black Eyed Peas,30,284.467,The E.N.D. (The Energy Never Dies) [Deluxe],Pop,2009
Wave of Mutilation,Pixies,30,124.83,Wave of Mutilation: Best of Pixies,Rock,1989
closure,Taylor Swift,30,180.72,evermore,Alternative,2020
Juice,Lizzo,30,195.395,Cuz I Love You (Super Deluxe),Pop,2019
Build It Better,Natalie Imbruglia,30,203.592,Firebird,Rock,2021
Boys Don't Cry,Camila Cabello,30,222.959,Familia,Pop,2022
Everybody,Ingrid Michaelson,30,208.491,Everybody,Pop,2009
Dancin' in Circles,Lady Gaga,29,207.215,Joanne (Deluxe),Pop,2016
I Almost Do,Taylor Swift,29,244.622,Red (Deluxe Edition),Country,2012
All I Need,Matchbox Twenty,29,221.262,More Than You Think You Are (Deluxe Version),Rock,2002
Please Don't Leave Me,P!nk,29,231.619,Funhouse (Deluxe Version),Pop,2008
Waking Up In Vegas,Katy Perry,29,199.25,One of the Boys,Pop,2008
Anything but Ordinary,Avril Lavigne,29,253.462,Let Go (20th Anniversary Edition),Pop,2022
Bubbly,Colbie Caillat,29,196.347,Coco,Pop,2007
Fashion!,Lady Gaga,29,239.93,ARTPOP,Pop,2013
Atlantis (feat. Kaiydo),Bridgit Mendler,29,230.016,Nemesis - EP,Pop,2016
cowboy like me,Taylor Swift,29,275.153,evermore,Alternative,2020
bad idea,Ariana Grande,28,267.168,"thank u, next",Pop,2019
Living Proof,Camila Cabello,28,194.49,Romance,Pop,2019
Bright Lights,Matchbox Twenty,28,234.475,More Than You Think You Are (Deluxe Version),Rock,2002
Chun-Li,Nicki Minaj,28,191.67,Queen,Hip-Hop/Rap,2018
Someone,Kelly Clarkson,28,219.939,Piece by Piece (Deluxe Version),Pop,2015
Maps,Yeah Yeah Yeahs,28,220.055,Fever to Tell,Alternative,2003
Hands To Myself,Selena Gomez,28,200.773,Revival (Deluxe),Pop,2015
Death Row,Bebe Rexha,28,180.302,Better Mistakes,Pop,2021
Anything But Me,MUNA,28,213.089,MUNA,Alternative,2022
If You're Gone,Matchbox Twenty,27,275.063,Mad Season (Deluxe Version),Pop,2000
Already Gone,Kelly Clarkson,27,281.611,All I Ever Wanted,Pop,2009
I Love You,Avril Lavigne,27,242.068,Goodbye Lullaby (Expanded Edition),Pop,2011
Rock N Roll,Avril Lavigne,27,206.75,Avril Lavigne (Expanded Edition),Pop,2013
She Will Be Loved,Maroon 5,27,258.53,Songs About Jane,Vocal,2002
Dope,Lady Gaga,27,221.611,ARTPOP,Pop,2013
Mahal Naman Kita,Jamie Rivera,27,255.605,The Story Of: Jamie Riviera (The Ultimate OPM Collection),Pop,2013
Highly Emotional People,MARINA,27,214.079,Ancient Dreams In A Modern Land,Pop,2021
Ancient Dreams In A Modern Land,MARINA,27,206.69,Ancient Dreams In A Modern Land,Pop,2021
Woman Like Me,Adele,27,300.304,30,Pop,2021
Kiss Me Like The World Is Ending,Avril Lavigne,27,170.339,Love Sux,Alternative,2022
Gimmie Love,Carly Rae Jepsen,26,202.292,Emotion (Deluxe Expanded Edition),Pop,2015
Tell Me It's Over,Avril Lavigne,26,188.638,Head Above Water,Pop,2019
Begin Again,Taylor Swift,26,237.656,Red (Deluxe Edition),Country,2012
I Want It That Way,Backstreet Boys,26,213.368,Millennium,Pop,1999
Contagious,Avril Lavigne,26,129.126,The Best Damn Thing (Expanded Edition),Rock,2007
What the Hell,Avril Lavigne,26,220.914,Goodbye Lullaby (Expanded Edition),Pop,2011
C U Next Tuesday,Kesha,26,225.396,Cannibal (Expanded Edition),Pop,2010
Secret Life,Thriving Ivory,26,271.928,Thriving Ivory,Alternative,2008
Purge The Poison,MARINA,26,196.782,Ancient Dreams In A Modern Land,Pop,2021
Good Ones,Charli XCX,26,136.672,CRASH,Pop,2021
What I Want,MUNA,26,243.295,MUNA,Alternative,2022
BFF (feat. Wrabel),Kesha,25,251.866,High Road,Pop,2020
Mean,P!nk,25,257.973,Funhouse (Deluxe Version),Pop,2008
Midnight Sky,Miley Cyrus,25,223.329,Plastic Hearts,Pop,2020
I Don't Know What Love Is,Lady Gaga & Bradley Cooper,25,177.354,A Star Is Born Soundtrack (Without Dialogue),Soundtrack,2018
Good Form,Nicki Minaj,25,199.459,Queen,Hip-Hop/Rap,2018
Teenage Dream,Katy Perry,25,227.834,Teenage Dream,Pop,2010
Let Your Tears Fall,Kelly Clarkson,25,235.311,Piece by Piece (Deluxe Version),Pop,2015
Naked,Avril Lavigne,25,209.448,Let Go (20th Anniversary Edition),Pop,2002
Diving,Bridgit Mendler,25,220.891,Diving - Single,Pop,2017
Do What U Want (feat. Christina Aguilera),Lady Gaga,25,216.433,Do What U Want (feat. Christina Aguilera) - Single,Pop,2014
Oxytocin,Billie Eilish,25,210.308,Happier Than Ever,Alternative,2021
All I Know So Far,P!nk,25,277.455,All I Know So Far: Setlist,Pop,2021
what doesn’t kill me,Kacey Musgraves,25,137.087,star-crossed,Country,2021
Run Away With Me,Carly Rae Jepsen,24,251.379,Emotion (Deluxe Expanded Edition),Pop,2015
Clean,Taylor Swift,24,271.069,1989 (Deluxe Edition),Pop,2014
cardigan,Taylor Swift,24,239.629,folklore (deluxe version),Pop,2020
the lakes (bonus track),Taylor Swift,24,211.858,folklore (deluxe version),Alternative,2020
Now I Don't Hate California After All,Carly Rae Jepsen,24,293.314,Dedicated Side B,Pop,2020
Long Hallway With a Broken Light,Thriving Ivory,24,292.014,Thriving Ivory,Alternative,2008
Angels On the Moon,Thriving Ivory,24,252.865,Thriving Ivory,Rock,2008
If You Ever Come Back,The Script,24,242.137,Science & Faith (Bonus Track Version),Pop,2010
Dynasty,Rina Sawayama,24,188.453,SAWAYAMA (Deluxe Edition),Alternative,2020
nasty,Ariana Grande,24,200.782,Positions,Pop,2020
34+35,Ariana Grande,24,173.778,Positions,Pop,2020
I Don't Do Drugs (feat. Ariana Grande),Doja Cat,24,188.963,Planet Her,Pop,2021
Come Back...Be Here (Taylor's Version),Taylor Swift,24,223.396,Red (Taylor’s Version) (+ A Message From Taylor),Pop,2021
Cry Your Heart Out,Adele,24,255.326,30,Pop,2021
My Little Love,Adele,24,389.166,30,Pop,2021
Solid,MUNA,24,141.464,MUNA,Alternative,2022
I Wish You Would,Taylor Swift,23,207.493,1989 (Deluxe Edition),Pop,2014
We Are Never Ever Getting Back Together,Taylor Swift,23,193.213,Red (Deluxe Edition),Country,2012
Blame It On Your Love (feat. Lizzo),Charli XCX,23,191.564,Charli,Pop,2019
Mad Season,Matchbox Twenty,23,302.161,Mad Season (Deluxe Version),Pop,2000
Back 2 Good,Matchbox Twenty,23,340.266,Yourself Or Someone Like You (Deluxe Version),Pop,1996
Alice,Lady Gaga,23,177.679,Chromatica,Pop,2020
Don't Start Now,Dua Lipa,23,183.344,Future Nostalgia,Pop,2020
Things I'll Never Say,Avril Lavigne,23,223.933,Let Go (20th Anniversary Edition),Pop,2022
Complicated,Avril Lavigne,23,244.893,Let Go (20th Anniversary Edition),Pop,2022
Wherever You Are,Kesha,23,238.468,Warrior (Expanded Edition),Pop,2012
Twilight,Thriving Ivory,23,202.826,Thriving Ivory,Alternative,2008
Don't Forget,Demi Lovato,23,223.213,Don't Forget,Pop,2008
just like magic,Ariana Grande,23,149.954,Positions,Pop,2020
Bois Lie (feat. Machine Gun Kelly),Avril Lavigne,23,163.382,Love Sux,Alternative,2022
Sad Beautiful Tragic,Taylor Swift,23,284.932,Red (Deluxe Edition),Country,2012
We Could Have It All,P!nk,22,273.391,Hurts 2B Human,Pop,2019
Perfect Illusion,Lady Gaga,22,182.067,Joanne (Deluxe),Pop,2016
Set Fire to the Rain,Adele,22,243.043,21,Pop,2011
"Resentment (feat. Brian Wilson, Sturgill Simpson & Wrabel)",Kesha,22,172.292,High Road,Pop,2019
Chromatica II,Lady Gaga,22,41.956,Chromatica,Pop,2020
Future Nostalgia,Dua Lipa,22,184.946,Future Nostalgia,Pop,2020
Let's Sort The Whole Thing Out,Carly Rae Jepsen,22,233.871,Dedicated Side B,Pop,2020
Your Song,Lady Gaga,22,256.812,Revamp: The Songs of Elton John & Bernie Taupin,Pop,2018
Walking the Wire,Imagine Dragons,22,232.965,Evolve,Alternative,2017
Boulevard of Broken Dreams,Green Day,22,260.992,American Idiot,Alternative,2004
You and Me,Lifehouse,22,196.951,Greatest Hits,Rock,2017
C'mon,Kesha,22,214.366,Warrior (Expanded Edition),Pop,2012
Highway Unicorn (Road To Love),Lady Gaga,22,255.791,Born This Way,Pop,2011
Applause,Lady Gaga,22,212.398,ARTPOP,Pop,2013
Nightingale,Demi Lovato,22,216.456,Demi,Pop,2013
I Think I'm Paranoid,Garbage,22,218.197,Version 2.0 (20th Anniversary Deluxe Edition / Remastered),Rock,1998
Constant Repeat,Charli XCX,22,189.444,CRASH,Pop,2022
Right Words Wrong Time,Carly Rae Jepsen,21,200.899,Dedicated,Pop,2019
Send My Love (To Your New Lover),Adele,21,223.143,25,Pop,2015
Act My Age,Katy Perry,21,221.657,Witness (Deluxe),Pop,2017
This Love Isn't Crazy,Carly Rae Jepsen,21,233.453,Dedicated Side B,Pop,2020
Try,P!nk,21,247.965,The Truth About Love,Pop,2012
The Truth About Love,P!nk,21,230.341,The Truth About Love,Pop,2012
Say So,Doja Cat,21,237.958,Hot Pink,R&B/Soul,2019
"Ebay (Parody of I Want It That Way"" By the Backstreet Boys)""","Weird Al"" Yankovic""",21,216.851,Poodle Hat,Comedy,2003
Fly (feat. Rihanna),Nicki Minaj,21,212.973,Pink Friday (Deluxe Edition),Hip-Hop/Rap,2010
Self Inflicted,Katy Perry,21,205.775,One of the Boys,Pop,2008
I Will Be,Avril Lavigne,21,239.746,The Best Damn Thing (Expanded Edition),Pop,2007
Long Live,Taylor Swift,21,317.997,Speak Now,Country,2010
Marry the Night,Lady Gaga,21,264.591,Born This Way,Pop,2011
The Queen,Lady Gaga,21,316.58,Born This Way,Pop,2011
Judas,Lady Gaga,21,249.127,Born This Way,Pop,2011
"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,21,175.31,The Fame,Pop,2008
Monster,Lady Gaga,21,249.986,The Fame Monster,Pop,2009
Easier to Lie,Aqualung,21,194.281,Strange & Beautiful,Alternative,2003
Akasaka Sad,Rina Sawayama,21,182.253,SAWAYAMA (Deluxe Edition),Alternative,2020
7 Things,Miley Cyrus,21,213.507,Breakout,Pop,2008
Prisoner (feat. Dua Lipa),Miley Cyrus,21,169.389,Plastic Hearts,Pop,2020
Everywhere,Michelle Branch,21,214.877,The Spirit Room,Pop,2001
That’s When (Taylor’s Version) [From The Vault] [feat. Keith Urban],Taylor Swift,21,189.579,Fearless (Taylor's Version),Country,2021
My Curse,Killswitch Engage,21,244.831,As Daylight Dies (Special Edition),Metal,2006
About Damn Time,Lizzo,21,191.897,Special,Pop,2022
Nobody Knows,P!nk,21,237.424,I'm Not Dead (Bonus Tracks),Pop,2006
Party for One,Carly Rae Jepsen,20,183.948,Party for One - Single,Pop,2018
Cry,Carly Rae Jepsen,20,236.588,E•MO•TION: Side B,Pop,2016
Breathe (feat. Colbie Caillat),Taylor Swift,20,264.034,Fearless,Country,2008
Chromatica III,Lady Gaga,20,27.755,Chromatica,Pop,2020
Break My Heart,Dua Lipa,20,221.914,Future Nostalgia,Pop,2020
Why Try,Ariana Grande,20,211.928,My Everything (Deluxe),Pop,2014
Leave Me Alone (I'm Lonely),P!nk,20,198.716,I'm Not Dead (Bonus Tracks),Pop,2006
Hold On for Dear Love,Bridgit Mendler,20,240.163,Hello My Name Is...,Pop,2012
Make You Feel My Love,Adele,20,212.091,19,Pop,2008
Nemesis,Alanis Morissette,20,356.117,Such Pretty Forks in the Road,Alternative,2020
Thinking of You,Katy Perry,20,246.479,One of the Boys,Pop,2008
21 Guns,Green Day,20,322.107,21st Century Breakdown (Deluxe Edition),Alternative,2009
The River (feat. M. Shadows & Synyster Gates),Good Charlotte,20,195.744,Good Morning Revival,Alternative,2007
Hot,Avril Lavigne,20,203.035,The Best Damn Thing (Expanded Edition),Pop,2007
17,Avril Lavigne,20,205.008,Avril Lavigne (Expanded Edition),Pop,2013
If You're Not the One,Daniel Bedingfield,20,257.23,Gotta Get Thru This,Rock,2002
Thinking of You,Kesha,20,184.273,Warrior (Expanded Edition),Pop,2012
Hey Lady,Thriving Ivory,20,228.252,Thriving Ivory,Alternative,2008
Thank You,Dido,20,217.896,No Angel,Pop,1999
Stacy's Mom,Fountains of Wayne,20,198.042,Welcome Interstate Managers,Pop,2003
Bloody Mary,Lady Gaga,20,244.831,Born This Way,Pop,2011
Telephone (feat. Beyoncé),Lady Gaga,20,220.589,The Fame Monster,Pop,2009
Dirty Little Secret,The All-American Rejects,20,193.724,Move Along,Alternative,2005
With Me,Sum 41,20,291.41,Underclass Hero,Punk,2007
Snakeskin,Rina Sawayama,20,192.702,SAWAYAMA (Deluxe Edition),Alternative,2020
positions,Ariana Grande,20,172.384,Positions,Pop,2020
Last Christmas,Carly Rae Jepsen,20,212.996,Last Christmas - Single,Christmas,2015
right where you left me,Taylor Swift,20,245.086,evermore,Alternative,2020
Don't Go Yet,Camila Cabello,20,164.908,Familia,Pop,2021
BREAK MY SOUL,Beyoncé,20,278.337,RENAISSANCE,Pop,2022
"It's Gonna Be Okay, Baby",MUNA,20,345.002,Saves the World,Alternative,2019
Good News (Ya-Ya Song),MUNA,20,250.705,Saves the World,Alternative,2019
First Man,Camila Cabello,19,228.809,Romance,Pop,2019
Bad Kind of Butterflies,Camila Cabello,19,169.389,Romance,Pop,2019
Standing In Front of You,Kelly Clarkson,19,239.304,Stronger (Deluxe Version),Pop,2011
Hallucinate,Dua Lipa,19,208.561,Future Nostalgia,Pop,2020
Break Free (feat. Zedd),Ariana Grande,19,214.913,My Everything,Pop,2014
So What,P!nk,19,215.225,Funhouse (Deluxe Version),Pop,2008
This Town,O.A.R.,19,216.79,All Sides (Deluxe Edition),Rock,2008
Never Be the Same,Camila Cabello,19,227.044,Camila,Pop,2018
You're Beautiful,James Blunt,19,212.88,Back To Bedlam,Pop,2004
Goodbye,Avril Lavigne,19,271.58,Goodbye Lullaby (Expanded Edition),Pop,2011
Wish You Were Here,Avril Lavigne,19,226.046,Goodbye Lullaby (Expanded Edition),Pop,2011
In Too Deep,Sum 41,19,208.064,"All Killer, No Filler",Rock,2001
Sad,Maroon 5,19,194.476,Overexposed (Deluxe Version),Pop,2012
We Belong Together,Mariah Carey,19,201.458,The Emancipation of Mimi,Pop,2005
Born This Way,Lady Gaga,19,261.339,Born This Way,Pop,2011
Alejandro,Lady Gaga,19,275.017,The Fame Monster,Pop,2009
When You Were Young,The Killers,19,220.496,Sam's Town,Rock,2006
Never Gonna Give You Up,Rick Astley,19,213.623,Whenever You Need Somebody,Pop,1987
Bad Boys (feat. Victoria Justice),Victorious Cast,19,197.23,Victorious 3.0 - Even More Music from the Hit TV Show (feat. Victoria Justice) - EP,Pop,2012
WAP (feat. Megan Thee Stallion),Cardi B,19,187.605,WAP (feat. Megan Thee Stallion) - Single,Hip-Hop/Rap,2020
obvious,Ariana Grande,19,147.028,Positions,Pop,2020
Never Be Me,Miley Cyrus,19,215.574,Plastic Hearts,Pop,2020
Maybe It's Great,Natalie Imbruglia,19,234.916,Firebird,Rock,2021
Wildest Dreams (Taylor's Version),Taylor Swift,19,220.51,Wildest Dreams (Taylor's Version) - Single,Pop,2021
2 Be Loved (Am I Ready),Lizzo,19,187.155,Special,Pop,2022
Love in the Dark,Adele,19,286,25,Pop,2015
Julien,Carly Rae Jepsen,18,234.521,Dedicated,Pop,2019
When I Needed You,Carly Rae Jepsen,18,221.1,Emotion (Deluxe Expanded Edition),Pop,2015
Can We Pretend (feat. Cash Cash),P!nk,18,224.42,Hurts 2B Human,Pop,2019
Where We Go,P!nk,18,267.54,Beautiful Trauma,Pop,2017
Look What You Made Me Do,Taylor Swift,18,211.928,reputation,Pop,2017
no tears left to cry,Ariana Grande,18,205.993,Sweetener,Pop,2018
John Wayne,Lady Gaga,18,174.358,Joanne (Deluxe),Pop,2016
Raising Hell (feat. Big Freedia),Kesha,18,169.761,High Road,Pop,2019
Cruel,Kelly Clarkson,18,185.364,Meaning of Life,Pop,2017
seven,Taylor Swift,18,208.956,folklore (deluxe version),Pop,2020
Animal I Have Become,Three Days Grace,18,231.456,One-X (Deluxe Edition),Hard Rock,2006
Nobody's Home,Avril Lavigne,18,212.462,Under My Skin,Pop,2004
Who Knows,Avril Lavigne,18,209.699,Under My Skin,Pop,2004
When You're Gone,Avril Lavigne,18,240.558,The Best Damn Thing (Expanded Edition),Pop,2007
All Star,Smash Mouth,18,200.434,Astro Lounge,Alternative,1999
Stoned,Dido,18,355.172,Life for Rent,Pop,2003
Just Because,Dido,18,248.639,Still on My Mind (Deluxe Edition),Pop,2019
Just a Feeling,Maroon 5,18,226.557,Hands All Over (Deluxe Edition),Pop,2010
Donatella,Lady Gaga,18,265.015,ARTPOP,Pop,2013
Reaper,Sia,18,219.823,This Is Acting,Pop,2016
In the End,LINKIN PARK,18,216.363,Hybrid Theory (Deluxe Edition),Hard Rock,2000
What's Up?,4 Non Blondes,18,295.673,"Bigger, Better, Faster, More!",Rock,1992
Kissin U,Miranda Cosgrove,18,199.064,Kissin U - Single,Pop,2010
Smile,Katy Perry,18,166.951,Smile,Pop,2020
XO,Beyoncé,18,216.015,BEYONCÉ,Pop,2013
Back In Your Head,Tegan and Sara,18,180.674,The Con,Alternative,2007
Did You Come?,girl in red,18,190.937,if i could make it go quiet,Alternative,2021
Flowers,MARINA,18,233.945,Ancient Dreams In A Modern Land,Pop,2021
"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,18,242.694,When Christmas Comes Around...,Holiday,2021
Loose Garment,MUNA,18,190.74,MUNA,Alternative,2022
House On Fire,Sia,18,241.185,This Is Acting,Pop,2016
Radio Song,Superbus,18,143.568,Pop'n'Gum,Rock,2005
Reptilia,The Strokes,18,219.892,Room On Fire,Alternative,2003
In Another Life,The Killers,18,193.816,Pressure Machine,Rock,2021
Wild Wild West,Adele,18,226.213,30,Pop,2021
Number One Fan,MUNA,18,205.937,Saves the World,Alternative,2019
Feels Right (feat. Electric Guest),Carly Rae Jepsen,17,163.213,Dedicated,Pop,2019
LA Hallucinations,Carly Rae Jepsen,17,184.668,Emotion (Deluxe Expanded Edition),Pop,2015
Greedy,Ariana Grande,17,214.947,Dangerous Woman,Pop,2016
Overjoyed,Matchbox Twenty,17,186.525,North (Deluxe Version),Pop,2012
Could I Be You,Matchbox Twenty,17,223.259,More Than You Think You Are (Deluxe Version),Rock,2002
The War Is Over,Kelly Clarkson,17,237.029,Stronger (Deluxe Version),Pop,2011
invisible string,Taylor Swift,17,257.416,folklore (deluxe version),Pop,2020
peace,Taylor Swift,17,234.057,folklore (deluxe version),Pop,2020
I'm Not Dead,P!nk,17,226.301,I'm Not Dead (Bonus Tracks),Pop,2006
Just Like a Pill,P!nk,17,244.416,M!ssundaztood,Pop,2001
Pedestal,Alanis Morissette,17,248.267,Such Pretty Forks in the Road,Alternative,2020
Breakaway,Kelly Clarkson,17,237.052,Breakaway,Pop,2004
War Paint,Kelly Clarkson,17,224.42,Piece by Piece (Deluxe Version),Pop,2015
Perfect,Simple Plan,17,277.083,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Rock,2002
White Flag,Dido,17,240.651,Life for Rent,Pop,2003
No Freedom,Dido,17,196.255,Girl Who Got Away (Deluxe Version),Pop,2013
I'll Be There,The Escape Club,17,347.927,Dollars & Sex,Pop,1991
It's the End of the World As We Know It (And I Feel Fine),R.E.M.,17,246.828,Document,Alternative,1987
Girls Just Want to Have Fun,Cyndi Lauper,17,235.52,The Essential Cyndi Lauper,Pop,1983
She Wolf,Shakira,17,188.917,She Wolf (Deluxe Version),Pop,2009
Far Away,Nickelback,17,238.236,All the Right Reasons,Rock,2005
Ego,Beyoncé,17,236.426,I Am... Sasha Fierce (Deluxe Version),Pop,2008
love language,Ariana Grande,17,179.931,Positions,Pop,2020
shut up,Ariana Grande,17,157.779,Positions,Pop,2020
six thirty,Ariana Grande,17,183.925,Positions,Pop,2020
WTF Do I Know,Miley Cyrus,17,171.874,Plastic Hearts,Pop,2020
